code,name,r,g,b,type
#e6c562,Tasman Honey Yellow,230,197,98,Весна
#e8a46c,Tawny Daylily,232,164,108,Весна
#e2b36e,Tea and Honey,226,179,110,Весна
#b5cc39,tender-shoots,181,204,57,Весна
#c08558,TERRA 12 — Caparol Color Compact,192,133,88,Весна
#cc7661,Terra Orange,204,118,97,Весна
#fcb057,Texas rose,252,176,87,Весна
#e5716b,TF 212-3 It-gir — Totem facade - Tollens,229,113,107,Весна
#f09065,TF 230-3 Confiture abrico — Totem facade - Tollens,240,144,101,Весна
#f5cb53,TF 237-3 Jaune de cobal — Totem facade - Tollens,245,203,83,Весна
#f7e57b,TF 238-3 Liber — Totem facade - Tollens,247,229,123,Весна
#fdcb30,The Bright Side,253,203,48,Весна
#e47d63,Thunderbird CRT,228,125,99,Весна
#e49650,Tia Maria CRT,228,150,80,Весна
#dd9b51,Tibesti - 346 — Viero - Tollens,221,155,81,Весна
#ffde7e,Tiger Yellow,255,222,126,Весна
#e2583e,tigerlily,226,88,62,Весна
#cc6f50,TIKI TORCH — Colour Smart – M180-6,204,111,80,Весна
#c3964d,tinsel,195,150,77,Весна
#c08950,TOFFEE TART — Colour Smart – M250-6,192,137,80,Весна
#ae5c54,TOMATO POWDER — KILZ – B521,174,92,84,Весна
#c57644,tomato-cream,197,118,68,Весна
#d04838,TOP TOMATO — Colour Smart – P180-7,208,72,56,Весна
#d08344,topaz,208,131,68,Весна
#eb975e,Topaz Yellow,235,151,94,Весна
#f09650,TOUCAN — Colour Smart – P230-6,240,150,80,Весна
#bb5f53,Toucan Tango,187,95,83,Весна
#fc9c1d,Tree Poppy,252,156,29,Весна
#e2813b,Tree poppy,226,129,59,Весна
#fed16b,Tree Poppy CRT,254,209,107,Весна
#f3d672,Trilling Meadowlark,243,214,114,Весна
#f59f2b,Trinidad CRT,245,159,43,Весна
#5dc4c0,TROPICAL ESCAPE — KILZ – TB-56,93,196,192,Весна
#e27141,Tropical Heat,226,113,65,Весна
#ff957f,Tropical Paradise,255,149,127,Весна
#e3ac3d,Tulip tree,227,172,61,Весна
#f5cc23,Turbo,245,204,35,Весна
#cabb48,Turmeric,202,187,72,Весна
#fe840e,turmeric,254,132,14,Весна
#ca7a40,Turmeric Red,202,122,64,Весна
#36d7b7,Turquoise,54,215,183,Весна
#ffd84d,Tuscan Sun,255,216,77,Весна
#f5a437,Tuscan Yellow,245,164,55,Весна
#c5994b,Tussock,197,153,75,Весна
#bf914b,Tussock,191,145,75,Весна
#f6e278,TVT J072 — Tikkurila Monicolor Nova,246,226,120,Весна
#fcd871,TVT J075 — Tikkurila Monicolor Nova,252,216,113,Весна
#f4c976,TVT J076 — Tikkurila Monicolor Nova,244,201,118,Весна
#fcd374,TVT J079 — Tikkurila Monicolor Nova,252,211,116,Весна
#f5c86e,TVT J081 — Tikkurila Monicolor Nova,245,200,110,Весна
#fcc87c,TVT J082 — Tikkurila Monicolor Nova,252,200,124,Весна
#60c9af,TVT K038 — Tikkurila Monicolor Nova,96,201,175,Весна
#d5c25e,TVT K071 — Tikkurila Monicolor Nova,213,194,94,Весна
#f0d34a,TVT K072 — Tikkurila Monicolor Nova,240,211,74,Весна
#f5c637,TVT K074 — Tikkurila Monicolor Nova,245,198,55,Весна
#f9ce3b,TVT K075 — Tikkurila Monicolor Nova,249,206,59,Весна
#e7b046,TVT K076 — Tikkurila Monicolor Nova,231,176,70,Весна
#ffcc3c,TVT K077 — Tikkurila Monicolor Nova,255,204,60,Весна
#fdcb34,TVT K078 — Tikkurila Monicolor Nova,253,203,52,Весна
#fbc54c,TVT K079 — Tikkurila Monicolor Nova,251,197,76,Весна
#e2c369,TVT K080 — Tikkurila Monicolor Nova,226,195,105,Весна
#efbd56,TVT K081 — Tikkurila Monicolor Nova,239,189,86,Весна
#fab249,TVT K082 — Tikkurila Monicolor Nova,250,178,73,Весна
#f0ba70,TVT K083 — Tikkurila Monicolor Nova,240,186,112,Весна
#fbb278,TVT K086 — Tikkurila Monicolor Nova,251,178,120,Весна
#f5af77,TVT K087 — Tikkurila Monicolor Nova,245,175,119,Весна
#f5a568,TVT K088 — Tikkurila Monicolor Nova,245,165,104,Весна
#f9a773,TVT K089 — Tikkurila Monicolor Nova,249,167,115,Весна
#e99365,TVT K090 — Tikkurila Monicolor Nova,233,147,101,Весна
#ed8d60,TVT K096 — Tikkurila Monicolor Nova,237,141,96,Весна
#d2a65e,TVT K097 — Tikkurila Monicolor Nova,210,166,94,Весна
#e57d61,TVT K129 — Tikkurila Monicolor Nova,229,125,97,Весна
#d7614e,TVT K130 — Tikkurila Monicolor Nova,215,97,78,Весна
#e97a6e,TVT K131 — Tikkurila Monicolor Nova,233,122,110,Весна
#d5605a,TVT K134 — Tikkurila Monicolor Nova,213,96,90,Весна
#c95149,TVT K135 — Tikkurila Monicolor Nova,201,81,73,Весна
#bba95a,TVT L070 — Tikkurila Monicolor Nova,187,169,90,Весна
#c4b352,TVT L071 — Tikkurila Monicolor Nova,196,179,82,Весна
#e8d340,TVT L073 — Tikkurila Monicolor Nova,232,211,64,Весна
#eabd3e,TVT L074 — Tikkurila Monicolor Nova,234,189,62,Весна
#dda541,TVT L076 — Tikkurila Monicolor Nova,221,165,65,Весна
#ffc42a,TVT L077 — Tikkurila Monicolor Nova,255,196,42,Весна
#e8bd35,TVT L078 — Tikkurila Monicolor Nova,232,189,53,Весна
#fbb528,TVT L079 — Tikkurila Monicolor Nova,251,181,40,Весна
#e3ac35,TVT L081 — Tikkurila Monicolor Nova,227,172,53,Весна
#fca426,TVT L082 — Tikkurila Monicolor Nova,252,164,38,Весна
#e1a554,TVT L083 — Tikkurila Monicolor Nova,225,165,84,Весна
#c58a40,TVT L084 — Tikkurila Monicolor Nova,197,138,64,Весна
#e7964d,TVT L085 — Tikkurila Monicolor Nova,231,150,77,Весна
#f18f49,TVT L086 — Tikkurila Monicolor Nova,241,143,73,Весна
#e88932,TVT L087 — Tikkurila Monicolor Nova,232,137,50,Весна
#e78643,TVT L088 — Tikkurila Monicolor Nova,231,134,67,Весна
#ee883a,TVT L089 — Tikkurila Monicolor Nova,238,136,58,Весна
#e78858,TVT L090 — Tikkurila Monicolor Nova,231,136,88,Весна
#e57549,TVT L093 — Tikkurila Monicolor Nova,229,117,73,Весна
#e26f46,TVT L096 — Tikkurila Monicolor Nova,226,111,70,Весна
#b16656,TVT L123 — Tikkurila Monicolor Nova,177,102,86,Весна
#cd5b4d,TVT L129 — Tikkurila Monicolor Nova,205,91,77,Весна
#c64441,TVT L130 — Tikkurila Monicolor Nova,198,68,65,Весна
#c8473d,TVT L131 — Tikkurila Monicolor Nova,200,71,61,Весна
#d35f5d,TVT L132 — Tikkurila Monicolor Nova,211,95,93,Весна
#c1403f,TVT L134 — Tikkurila Monicolor Nova,193,64,63,Весна
#ceb638,TVT M072 — Tikkurila Monicolor Nova,206,182,56,Весна
#c7b25d,TVT M073 — Tikkurila Monicolor Nova,199,178,93,Весна
#d0b13c,TVT M074 — Tikkurila Monicolor Nova,208,177,60,Весна
#ca9a48,TVT M076 — Tikkurila Monicolor Nova,202,154,72,Весна
#d5b02e,TVT M077 — Tikkurila Monicolor Nova,213,176,46,Весна
#cca83e,TVT M078 — Tikkurila Monicolor Nova,204,168,62,Весна
#dca63c,TVT M079 — Tikkurila Monicolor Nova,220,166,60,Весна
#cb9a38,TVT M081 — Tikkurila Monicolor Nova,203,154,56,Весна
#ce8f32,TVT M082 — Tikkurila Monicolor Nova,206,143,50,Весна
#bf8b4d,TVT M083 — Tikkurila Monicolor Nova,191,139,77,Весна
#b77c4b,TVT M085 — Tikkurila Monicolor Nova,183,124,75,Весна
#d88953,TVT M086 — Tikkurila Monicolor Nova,216,137,83,Весна
#cc7b3b,TVT M087 — Tikkurila Monicolor Nova,204,123,59,Весна
#c9743c,TVT M088 — Tikkurila Monicolor Nova,201,116,60,Весна
#d4833c,TVT M089 — Tikkurila Monicolor Nova,212,131,60,Весна
#e18056,TVT M090 — Tikkurila Monicolor Nova,225,128,86,Весна
#e27445,TVT M091 — Tikkurila Monicolor Nova,226,116,69,Весна
#db7147,TVT M092 — Tikkurila Monicolor Nova,219,113,71,Весна
#e07253,TVT M093 — Tikkurila Monicolor Nova,224,114,83,Весна
#e37f5d,TVT M094 — Tikkurila Monicolor Nova,227,127,93,Весна
#ed8062,TVT M095 — Tikkurila Monicolor Nova,237,128,98,Весна
#ae5754,TVT M136 — Tikkurila Monicolor Nova,174,87,84,Весна
#d4c058,TVT N072 — Tikkurila Monicolor Nova,212,192,88,Весна
#d7ba4d,TVT N074 — Tikkurila Monicolor Nova,215,186,77,Весна
#e0ba49,TVT N075 — Tikkurila Monicolor Nova,224,186,73,Весна
#d3a74a,TVT N076 — Tikkurila Monicolor Nova,211,167,74,Весна
#e5bf50,TVT N077 — Tikkurila Monicolor Nova,229,191,80,Весна
#d2b44e,TVT N078 — Tikkurila Monicolor Nova,210,180,78,Весна
#dbb06a,TVT N081 — Tikkurila Monicolor Nova,219,176,106,Весна
#d29b57,TVT N082 — Tikkurila Monicolor Nova,210,155,87,Весна
#e9c272,TVT S076 — Tikkurila Monicolor Nova,233,194,114,Весна
#f2cb76,TVT S079 — Tikkurila Monicolor Nova,242,203,118,Весна
#d08e62,TVT X013 — Tikkurila Monicolor Nova,208,142,98,Весна
#cd4b3e,TVT X018 — Tikkurila Monicolor Nova,205,75,62,Весна
#f2a825,TVT X026 — Tikkurila Monicolor Nova,242,168,37,Весна
#ba695a,TVT X047 — Tikkurila Monicolor Nova,186,105,90,Весна
#f7d178,TVT X058 — Tikkurila Monicolor Nova,247,209,120,Весна
#dc713c,TVT X155 — Tikkurila Monicolor Nova,220,113,60,Весна
#cf7a5a,TVT Y001 — Tikkurila Monicolor Nova,207,122,90,Весна
#d19650,TVT Y002 — Tikkurila Monicolor Nova,209,150,80,Весна
#b36c4f,TVT Y003 — Tikkurila Monicolor Nova,179,108,79,Весна
#e78933,TVT Y004 — Tikkurila Monicolor Nova,231,137,51,Весна
#c4865e,TVT Y010 — Tikkurila Monicolor Nova,196,134,94,Весна
#b9744b,TVT Y011 — Tikkurila Monicolor Nova,185,116,75,Весна
#cf7344,TVT Y012 — Tikkurila Monicolor Nova,207,115,68,Весна
#f08930,TVT Y021 — Tikkurila Monicolor Nova,240,137,48,Весна
#e6af60,TVT Y022 — Tikkurila Monicolor Nova,230,175,96,Весна
#ffb11d,TVT Y027 — Tikkurila Monicolor Nova,255,177,29,Весна
#bc8b50,TVT Y030 — Tikkurila Monicolor Nova,188,139,80,Весна
#daa36b,TVT Y031 — Tikkurila Monicolor Nova,218,163,107,Весна
#d29953,TVT Y034 — Tikkurila Monicolor Nova,210,153,83,Весна
#f39c2a,TVT Y050 — Tikkurila Monicolor Nova,243,156,42,Весна
#ad7154,TVT Y051 — Tikkurila Monicolor Nova,173,113,84,Весна
#f1c876,TVT Y052 — Tikkurila Monicolor Nova,241,200,118,Весна
#e9b43a,TVT Y058 — Tikkurila Monicolor Nova,233,180,58,Весна
#fbd161,TVT Y115 — Tikkurila Monicolor Nova,251,209,97,Весна
#ae6e56,TVT Y156 — Tikkurila Monicolor Nova,174,110,86,Весна
#c19156,Twine,193,145,86,Весна
#e87c6d,UC001 Rouge Beijin — Urban color - Tollens,232,124,109,Весна
#da5a4c,UC002 Rouge Kyot — Urban color - Tollens,218,90,76,Весна
#c44f4c,UC003 Rouge Shanga — Urban color - Tollens,196,79,76,Весна
#e36f6b,UC004 Rouge Atoch — Urban color - Tollens,227,111,107,Весна
#b35350,UC005 Rouge Bred — Urban color - Tollens,179,83,80,Весна
#f7ca52,UC009 Jaune Stockhol — Urban color - Tollens,247,202,82,Весна
#f6bf66,UC010 Jaune Asten — Urban color - Tollens,246,191,102,Весна
#f4b437,UC011 Jaune Tivol — Urban color - Tollens,244,180,55,Весна
#e89936,UC012 Orange Copenhagu — Urban color - Tollens,232,153,54,Весна
#ef945b,UC013 Orange Amsterda — Urban color - Tollens,239,148,91,Весна
#eb8439,UC014 Orange Rig — Urban color - Tollens,235,132,57,Весна
#dc713f,UC015 Orange Tallin — Urban color - Tollens,220,113,63,Весна
#c3c55e,UC019 Vert Amazon — Urban color - Tollens,195,197,94,Весна
#e6d130,UC020 Vert Castilh — Urban color - Tollens,230,209,48,Весна
#fae351,UC021 Jaune Curitib — Urban color - Tollens,250,227,81,Весна
#7eba4d,Ultra Green,126,186,77,Весна
#be9e48,Underbrush,190,158,72,Весна
#ffc819,UNMELLOW YELLOW — Colour Smart – P300-7,255,200,25,Весна
#de5730,Untamed Orange,222,87,48,Весна
#64ccc0,v038 — Minicolornova 2024,100,204,192,Весна
#58d0a4,v040 — Minicolornova 2024,88,208,164,Весна
#ecce5c,V300 — Tikurilla Symphony,236,206,92,Весна
#eecf6e,V302 — Tikurilla Symphony,238,207,110,Весна
#fbc862,V303 — Tikurilla Symphony,251,200,98,Весна
#f6b027,V304 — Tikurilla Symphony,246,176,39,Весна
#f3bc5e,V308 — Tikurilla Symphony,243,188,94,Весна
#ef9f46,V309 — Tikurilla Symphony,239,159,70,Весна
#e5a96f,V310 — Tikurilla Symphony,229,169,111,Весна
#dd9064,V315 — Tikurilla Symphony,221,144,100,Весна
#e5be70,V397 — Tikurilla Symphony,229,190,112,Весна
#d3a460,V398 — Tikurilla Symphony,211,164,96,Весна
#c1855e,V406 — Tikurilla Symphony,193,133,94,Весна
#d64541,Valencia,214,69,65,Весна
#d84437,Valencia,216,68,55,Весна
#d4574e,Valencia,212,87,78,Весна
#ff8a4a,Valley of Fire,255,138,74,Весна
#5ccd97,Vegetation,92,205,151,Весна
#ff3d16,Vermilion,255,61,22,Весна
#b45a56,Vermilion Red,180,90,86,Весна
#f9633b,vermillion-orange,249,99,59,Весна
#dc9b49,Vesuvius CRT,220,155,73,Весна
#ffbd31,Vibrant Honey,255,189,49,Весна
#ffc46c,Vibrant Sunset,255,196,108,Весна
#ff7420,vibrant-orange,255,116,32,Весна
#ffda29,vibrant-yellow,255,218,41,Весна
#a4cb65,Vida Loca CRT,164,203,101,Весна
#cd924a,VINTAGE FIND — KILZ – LD280-02,205,146,74,Весна
#f6dd66,Vintage Treasure,246,221,102,Весна
#6eff70,Viridian Light,110,255,112,Весна
#f38947,Vitamin C,243,137,71,Весна
#b39953,Viva Las Vegas,179,153,83,Весна
#e97760,Vivid Blooms,233,119,96,Весна
#f3dc19,Vivid Greenish Yellow,243,220,25,Весна
#ff7117,Vivid Orange,255,113,23,Весна
#df6124,Vivid Red-Tangelo,223,97,36,Весна
#ff4a20,Vivid Reddish Orange,255,74,32,Весна
#ffa908,Vivid Yellow,255,169,8,Весна
#ffb010,Vivid Yellow,255,176,16,Весна
#ffb61f,Vivid Yellow,255,182,31,Весна
#ffbe0d,Vivid Yellow,255,190,13,Весна
#ffc813,Vivid Yellow,255,200,19,Весна
#ffc912,Vivid Yellow,255,201,18,Весна
#ffcb19,Vivid Yellow,255,203,25,Весна
#ffe302,Vivid Yellow,255,227,2,Весна
#ff5119,Vivid Yellowish Pink,255,81,25,Весна
#ffd855,WAKE UP — KILZ – LH260,255,216,85,Весна
#ffb86b,Warm Apricot,255,184,107,Весна
#ffb865,warm-apricot,255,184,101,Весна
#c7b63c,warm-olive,199,182,60,Весна
#a6c55b,Wasabi Peas,166,197,91,Весна
#54af9c,WATER PARK — Colour Smart – P440-5,84,175,156,Весна
#e77b68,WATERMELON SLICE — Colour Smart – P180-5,231,123,104,Весна
#dcd747,Wattle,220,215,71,Весна
#d6ca3d,Wattle,214,202,61,Весна
#ffcb52,West Side CRT,255,203,82,Весна
#e5823a,Westside,229,130,58,Весна
#dca56c,Wheat Field,220,165,108,Весна
#c19851,Where Buffalo Roam,193,152,81,Весна
#d29062,Whiskey,210,144,98,Весна
#e4be56,Wild Chamomile,228,190,86,Весна
#d8a564,Wild Dandelion,216,165,100,Весна
#c19d60,Wild Mustard Seed,193,157,96,Весна
#beca60,Wild willow,190,202,96,Весна
#c3d363,wild-lime,195,211,99,Весна
#c69c5d,Wildflower Honey,198,156,93,Весна
#ddc765,Williams Pear Yellow,221,199,101,Весна
#c7a55f,Winter Pear Beige,199,165,95,Весна
#20f986,Wintergreen,32,249,134,Весна
#5ec7bf,Wish You Were Here,94,199,191,Весна
#fbf073,Witch haze,251,240,115,Весна
#b56d4e,Work Worn Wood,181,109,78,Весна
#dcb639,Woven Gold,220,182,57,Весна
#ec9c64,x006 — Minicolornova 2024,236,156,100,Весна
#f8a454,x013 — Minicolornova 2024,248,164,84,Весна
#d4804c,x014 — Minicolornova 2024,212,128,76,Весна
#fc5808,x018 — Minicolornova 2024,252,88,8,Весна
#fce840,x026 — Minicolornova 2024,252,232,64,Весна
#fcfc54,x027 — Minicolornova 2024,252,252,84,Весна
#e46830,x047 — Minicolornova 2024,228,104,48,Весна
#fcc070,x051 — Minicolornova 2024,252,192,112,Весна
#f8a460,x061 — Minicolornova 2024,248,164,96,Весна
#4cb7a5,X11-WC3 Blue lagoon,76,183,165,Весна
#ffc34d,X11-WC3 Chickadee,255,195,77,Весна
#f2d930,X11-WC3 Margarine,242,217,48,Весна
#b0c24a,X11-WC3 Margarita,176,194,74,Весна
#58bc90,x114 — Minicolornova 2024,88,188,144,Весна
#2cd4a8,x116 — Minicolornova 2024,44,212,168,Весна
#44ccac,x117 — Minicolornova 2024,68,204,172,Весна
#fc9824,x155 — Minicolornova 2024,252,152,36,Весна
#50dcb4,x167 — Minicolornova 2024,80,220,180,Весна
#fec75f,X304 — Tikurilla Symphony,254,199,95,Весна
#f8b56e,X309 — Tikurilla Symphony,248,181,110,Весна
#f1b42f,Xanthous,241,180,47,Весна
#fc883c,y001 — Minicolornova 2024,252,136,60,Весна
#f4b84c,y002 — Minicolornova 2024,244,184,76,Весна
#dc702c,y003 — Minicolornova 2024,220,112,44,Весна
#fcb828,y004 — Minicolornova 2024,252,184,40,Весна
#e46c20,y005 — Minicolornova 2024,228,108,32,Весна
#e8a034,y009 — Minicolornova 2024,232,160,52,Весна
#e89444,y010 — Minicolornova 2024,232,148,68,Весна
#dc8434,y011 — Minicolornova 2024,220,132,52,Весна
#fcbc28,y021 — Minicolornova 2024,252,188,40,Весна
#fce068,y022 — Minicolornova 2024,252,224,104,Весна
#fce47c,y023 — Minicolornova 2024,252,228,124,Весна
#ecb86c,y025 — Minicolornova 2024,236,184,108,Весна
#f8c874,y029 — Minicolornova 2024,248,200,116,Весна
#fcc46c,y031 — Minicolornova 2024,252,196,108,Весна
#fcbc50,y034 — Minicolornova 2024,252,188,80,Весна
#d89830,y035 — Minicolornova 2024,216,152,48,Весна
#e0ac38,y044 — Minicolornova 2024,224,172,56,Весна
#fcd478,y045 — Minicolornova 2024,252,212,120,Весна
#fce83c,y050 — Minicolornova 2024,252,232,60,Весна
#fcf860,y058 — Minicolornova 2024,252,248,96,Весна
#d0893f,yam,208,137,63,Весна
#eb9552,Yams,235,149,82,Весна
#face6d,yarrow,250,206,109,Весна
#fdcf4c,Yarrow Garden,253,207,76,Весна
#ffc40d,Yellow,255,196,13,Весна
#eac853,Yellow Brick Road,234,200,83,Весна
#f7b930,YELLOW GROOVE  — Colour Smart – HDC-MD-02A,247,185,48,Весна
#ffd379,YELLOW JUBILEE — Colour Smart – P260-5,255,211,121,Весна
#f3c361,Yellow Ochre CRT,243,195,97,Весна
#fca73f,Yellow Orange,252,167,63,Весна
#ff9505,Yellow Orange (Color Wheel),255,149,5,Весна
#fea904,Yellow Sea,254,169,4,Весна
#f49f35,yellow sea,244,159,53,Весна
#ffd830,Yellow Sea CRT,255,216,48,Весна
#ceb736,Yellow Stone,206,183,54,Весна
#ffe36e,Yellow tan,255,227,110,Весна
#efdc75,yellow-cream,239,220,117,Весна
#e2b051,yolk-yellow,226,176,81,Весна
#fbd53f,Yucatan Yellow,251,213,63,Весна
#ffd678,Yuma Gold,255,214,120,Весна
#c6723b,Zest,198,114,59,Весна
#f4c468,Zest CRT,244,196,104,Весна
#faca30,Zinc yellow,250,202,48,Весна
#ffa010,zinnia,255,160,16,Весна
#e8a64e,Zucchini Flower,232,166,78,Весна
#ffb16d,Абрикосовый,255,177,109,Весна
#eb9373,Абрикосовый,235,147,115,Весна
#2ada8a,Аграфена,42,218,138,Весна
#2ee8bb,Аквамарин,46,232,187,Весна
#7fffd4,Аквамарин (HTML: Aquamarine),127,255,212,Весна
#76eec6,Аквамарин 2 (HTML: Aquamarine2),118,238,198,Весна
#fb8136,Алая куркума,251,129,54,Весна
#eb5424,Алый «Auth0»,235,84,36,Весна
#ee6123,Алый «bitly»,238,97,35,Весна
#ef5734,Алый «Bower»,239,87,52,Весна
